country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024
Indonesia,Aceh,Pidie,0,297422,297422,297422,3454,679,499,278,325,101,303,1169,444,1318,627,1372,310,723,1646,631,1009,2098,1003,1291,1161,870,1045,1006,1481
Indonesia,Aceh,Pidie,10,297422,250498,250026,3454,676,497,277,322,101,303,1162,443,1312,623,1347,300,563,1444,507,766,1663,790,1123,926,740,872,812,1127
Indonesia,Aceh,Pidie,15,297422,248264,247509,3454,675,497,277,322,101,303,1159,443,1309,622,1344,300,559,1426,497,744,1613,772,1098,897,725,852,790,1104
Indonesia,Aceh,Pidie,20,297422,247129,246821,3454,674,497,277,321,101,303,1156,443,1307,620,1342,299,557,1416,491,733,1588,762,1087,884,717,841,775,1088
Indonesia,Aceh,Pidie,25,297422,246235,245799,3454,674,497,277,321,101,303,1156,443,1307,619,1340,299,556,1411,490,728,1575,754,1082,876,714,837,770,1079
Indonesia,Aceh,Pidie,30,297422,244154,244027,3454,674,497,277,321,101,302,1155,443,1306,618,1340,299,554,1388,478,706,1521,739,1060,847,699,810,747,1055
Indonesia,Aceh,Pidie,50,297422,238114,236208,3454,668,496,277,314,99,301,1145,443,1294,609,1329,296,544,1329,447,650,1390,689,1009,766,661,757,687,986
Indonesia,Aceh,Pidie,75,297422,225336,221075,3454,640,489,272,300,90,297,1094,437,1224,565,1263,282,483,1107,350,515,1056,542,834,564,540,608,544,811
Indonesia,Aceh,Pidie Jaya,0,96640,96640,96640,648,165,56,18,228,61,134,556,361,1359,521,985,577,586,617,155,365,1014,498,312,401,521,1121,817,701
Indonesia,Aceh,Pidie Jaya,10,96640,81085,79414,648,163,55,18,228,60,134,554,360,1355,519,976,568,482,568,141,323,886,463,273,283,464,1048,734,620
Indonesia,Aceh,Pidie Jaya,15,96640,80274,78423,648,163,55,18,228,60,134,554,360,1354,519,975,567,480,565,140,321,878,461,270,280,461,1042,727,614
Indonesia,Aceh,Pidie Jaya,20,96640,79904,78153,648,163,55,18,228,60,134,554,360,1354,519,975,566,475,562,139,318,870,457,267,275,458,1037,721,609
Indonesia,Aceh,Pidie Jaya,25,96640,79608,77756,648,163,55,18,228,59,134,554,360,1353,518,974,566,474,561,139,316,865,456,265,273,456,1035,718,605
Indonesia,Aceh,Pidie Jaya,30,96640,79088,77007,648,162,55,18,228,59,134,553,359,1351,518,974,565,470,559,138,314,857,453,262,270,453,1030,709,598
Indonesia,Aceh,Pidie Jaya,50,96640,77015,73310,648,160,54,17,226,58,133,548,357,1342,515,966,562,459,551,135,305,817,440,255,257,437,1004,676,573
Indonesia,Aceh,Pidie Jaya,75,96640,70620,65606,648,148,49,16,207,53,126,512,326,1251,483,907,528,402,508,117,266,645,377,189,201,356,881,520,431
Indonesia,Aceh,Sabang,0,12478,12478,12478,268,16,33,7,55,5,21,32,2,56,20,58,19,11,56,41,40,65,34,43,32,25,59,30,33
Indonesia,Aceh,Sabang,10,12478,10621,10645,268,15,31,6,55,5,20,31,1,56,20,58,18,10,52,37,37,61,32,41,27,21,53,27,28
Indonesia,Aceh,Sabang,15,12478,10494,10537,268,15,31,6,55,5,20,30,1,56,20,58,18,10,51,37,36,61,32,41,27,20,53,27,28
Indonesia,Aceh,Sabang,20,12478,10411,10515,268,15,31,6,55,5,20,30,1,56,20,58,18,10,51,37,36,61,31,41,27,20,51,27,28
Indonesia,Aceh,Sabang,25,12478,10362,10481,268,15,31,6,54,5,20,30,1,56,20,58,18,10,51,37,35,61,31,41,27,20,51,27,28
Indonesia,Aceh,Sabang,30,12478,10135,10414,268,15,31,6,54,5,20,30,1,56,20,58,18,10,50,35,33,59,31,41,26,18,51,27,27
Indonesia,Aceh,Sabang,50,12478,9734,9992,268,14,31,6,53,5,19,29,1,54,20,57,16,10,49,34,32,57,29,38,24,17,45,25,25
Indonesia,Aceh,Sabang,75,12478,8071,8865,268,13,26,5,48,3,15,23,0,46,18,50,13,9,43,28,21,44,23,31,18,13,34,20,18
Indonesia,Aceh,Simeulue,0,183749,183749,183749,2136,231,604,315,1234,3279,1224,205,602,1860,239,920,238,437,658,134,502,503,347,355,596,578,663,656,981
Indonesia,Aceh,Simeulue,10,183749,172300,171259,2136,231,604,314,1233,3276,1221,205,602,1860,239,920,238,426,645,131,492,492,334,341,538,536,641,644,943
Indonesia,Aceh,Simeulue,15,183749,171692,170288,2136,231,604,314,1233,3275,1221,205,602,1859,239,920,238,426,644,131,492,491,333,340,532,534,637,643,939
Indonesia,Aceh,Simeulue,20,183749,171188,170012,2136,231,604,313,1232,3275,1221,205,602,1859,239,920,238,425,642,131,492,491,332,338,528,532,636,642,935
Indonesia,Aceh,Simeulue,25,183749,170838,169561,2136,231,604,313,1231,3275,1221,205,602,1859,239,919,238,424,642,131,492,490,332,338,525,530,634,641,933
Indonesia,Aceh,Simeulue,30,183749,170182,168764,2136,231,604,313,1231,3275,1221,205,602,1858,239,919,238,423,641,131,490,489,330,337,519,527,632,639,929
Indonesia,Aceh,Simeulue,50,183749,167129,164467,2136,230,603,312,1228,3268,1219,204,601,1854,238,919,237,418,636,129,485,482,325,331,498,507,617,631,902
Indonesia,Aceh,Simeulue,75,183749,159536,156788,2136,228,596,305,1199,3195,1184,201,586,1796,233,898,232,396,606,124,460,451,300,306,449,445,552,590,824
Indonesia,Aceh,Subulussalam,0,115239,115239,115239,4343,567,424,477,1438,1185,2562,1088,6751,4058,3096,2815,5614,1766,2737,1210,1225,1704,3463,1486,1471,1381,1941,2018,2231
Indonesia,Aceh,Subulussalam,10,115239,108670,101238,4343,566,423,476,1436,1184,2557,1087,6748,4055,3094,2813,5607,1741,2681,1187,1199,1664,3360,1445,1405,1316,1849,1962,2182
Indonesia,Aceh,Subulussalam,15,115239,108210,100108,4343,565,423,476,1436,1184,2555,1086,6747,4055,3094,2812,5606,1739,2679,1186,1198,1661,3346,1441,1401,1310,1842,1958,2176
Indonesia,Aceh,Subulussalam,20,115239,107919,99695,4343,565,423,476,1435,1183,2555,1086,6747,4055,3094,2812,5605,1737,2675,1185,1196,1659,3338,1438,1397,1307,1836,1953,2172
Indonesia,Aceh,Subulussalam,25,115239,107725,99003,4343,565,423,475,1435,1183,2554,1086,6746,4054,3094,2812,5605,1737,2674,1184,1195,1658,3333,1436,1394,1304,1832,1952,2169
Indonesia,Aceh,Subulussalam,30,115239,107338,98371,4343,565,423,475,1435,1183,2554,1085,6746,4054,3094,2811,5603,1735,2667,1183,1193,1655,3321,1433,1390,1297,1824,1947,2165
Indonesia,Aceh,Subulussalam,50,115239,105187,94464,4343,563,422,473,1430,1180,2547,1083,6739,4048,3090,2805,5591,1721,2632,1176,1176,1635,3255,1418,1360,1265,1773,1920,2132
Indonesia,Aceh,Subulussalam,75,115239,98075,85982,4343,548,412,453,1393,1158,2484,1056,6670,3992,3048,2763,5505,1649,2506,1142,1118,1569,3033,1360,1234,1134,1564,1819,2001
Indonesia,Bali,Badung,0,39673,39673,39673,398,38,25,6,41,17,21,30,20,47,18,29,137,95,246,7,38,56,48,61,24,33,63,162,88
Indonesia,Bali,Badung,10,39673,18042,19355,398,37,24,6,38,17,19,28,20,42,18,27,61,21,76,5,27,37,13,21,12,25,48,58,29
Indonesia,Bali,Badung,15,39673,16972,18037,398,37,23,6,38,17,19,28,20,42,18,27,60,19,69,5,26,36,13,20,11,25,47,56,28
Indonesia,Bali,Badung,20,39673,16533,17891,398,37,23,6,37,16,19,28,20,41,18,27,60,18,64,5,26,36,12,19,11,24,46,55,27
Indonesia,Bali,Badung,25,39673,16120,17579,398,37,23,6,37,15,19,28,20,41,17,27,59,17,62,5,26,35,12,19,11,24,46,55,27
Indonesia,Bali,Badung,30,39673,15594,16897,398,37,23,6,37,15,19,28,20,41,17,26,59,16,58,5,25,35,11,18,10,24,46,52,26
Indonesia,Bali,Badung,50,39673,13718,14375,398,36,22,6,36,15,18,25,18,38,16,24,53,12,41,4,24,32,9,16,9,23,45,47,21
Indonesia,Bali,Badung,75,39673,10438,10663,398,32,17,5,29,13,15,19,15,30,14,19,39,4,17,3,19,25,6,10,8,21,39,36,13
Indonesia,Bali,Bangli,0,52220,52220,52220,149,27,33,16,59,25,85,27,17,48,17,14,93,32,135,19,24,53,17,20,25,24,50,90,21
Indonesia,Bali,Bangli,10,52220,39211,41114,149,27,33,16,59,25,85,27,17,48,16,14,84,22,54,15,19,45,12,14,21,19,41,75,19
Indonesia,Bali,Bangli,15,52220,38526,39718,149,27,33,16,59,25,85,27,17,47,16,14,83,22,49,15,19,45,12,14,20,19,41,74,19
Indonesia,Bali,Bangli,20,52220,38096,39529,149,27,33,16,59,25,85,27,17,47,16,14,83,21,48,15,19,44,12,13,20,19,41,74,18
Indonesia,Bali,Bangli,25,52220,37619,39117,149,27,33,16,59,25,85,27,17,47,16,14,83,21,47,15,19,44,12,13,20,19,40,73,18
Indonesia,Bali,Bangli,30,52220,36965,38341,149,27,33,16,58,24,85,27,17,47,16,14,82,20,45,15,19,44,12,13,20,19,40,73,18
Indonesia,Bali,Bangli,50,52220,34407,34478,149,27,32,16,58,24,85,27,17,47,16,14,81,18,39,14,18,41,11,12,19,18,38,69,18
Indonesia,Bali,Bangli,75,52220,25759,26183,149,26,29,16,53,23,81,24,16,43,14,14,74,11,22,10,14,30,8,8,13,13,28,49,17
Indonesia,Bali,Buleleng,0,131718,131718,131718,1067,123,69,44,72,50,143,65,45,83,35,42,316,175,291,17,50,118,123,77,34,57,72,273,29
Indonesia,Bali,Buleleng,10,131718,99609,110051,1067,122,69,44,71,50,143,65,45,83,35,41,268,74,171,7,41,87,53,32,24,38,57,90,20
Indonesia,Bali,Buleleng,15,131718,98626,107779,1067,122,69,44,71,50,143,65,45,83,35,41,268,71,166,7,40,85,49,32,23,36,57,87,20
Indonesia,Bali,Buleleng,20,131718,97692,107420,1067,122,69,44,71,50,143,65,45,83,35,41,266,67,162,7,40,85,49,32,23,36,56,83,20
Indonesia,Bali,Buleleng,25,131718,96665,106682,1067,122,69,44,71,50,143,65,45,83,35,41,266,64,159,7,40,82,48,32,23,36,55,80,19
Indonesia,Bali,Buleleng,30,131718,95590,105121,1067,122,69,44,71,50,143,65,45,83,35,41,264,61,155,7,40,81,46,30,23,35,55,77,19
Indonesia,Bali,Buleleng,50,131718,89618,97184,1067,119,69,44,70,50,142,65,44,83,35,41,259,50,132,7,39,71,41,27,22,32,54,63,17
Indonesia,Bali,Buleleng,75,131718,74743,77400,1067,110,65,43,65,47,133,61,42,79,34,40,216,22,80,3,34,50,28,20,18,27,47,35,11
Indonesia,Bali,Denpasar,0,12573,12573,12573,170,7,3,2,5,3,4,3,2,4,4,2,23,21,22,0,2,11,8,14,4,2,0,5,12
Indonesia,Bali,Denpasar,10,12573,2173,1628,170,7,2,2,4,2,3,3,2,4,4,2,8,6,5,0,1,6,3,3,0,1,0,1,1
Indonesia,Bali,Denpasar,15,12573,1595,1354,170,7,2,2,4,2,3,3,2,4,4,2,8,6,5,0,1,6,3,2,0,1,0,1,1
Indonesia,Bali,Denpasar,20,12573,1513,1327,170,7,2,2,4,2,3,3,2,4,4,2,8,6,5,0,1,5,3,2,0,1,0,1,1
Indonesia,Bali,Denpasar,25,12573,1387,1272,170,7,2,2,4,2,3,3,2,4,4,2,8,5,5,0,1,4,3,2,0,1,0,1,0
Indonesia,Bali,Denpasar,30,12573,1292,1165,170,7,2,2,4,2,3,3,2,4,4,2,8,5,5,0,0,3,3,2,0,0,0,1,0
Indonesia,Bali,Denpasar,50,12573,966,832,170,7,2,1,4,2,3,2,1,4,3,2,7,3,4,0,0,2,2,2,0,0,0,1,0
Indonesia,Bali,Denpasar,75,12573,525,511,170,6,2,1,2,1,2,1,1,3,2,1,6,1,2,0,0,1,1,0,0,0,0,0,0
Indonesia,Bali,Gianyar,0,36527,36527,36527,365,61,40,11,35,33,28,33,19,34,26,12,107,70,197,27,2,19,29,28,4,3,21,27,32
Indonesia,Bali,Gianyar,10,36527,23107,23976,365,60,38,11,33,32,28,32,18,34,25,11,51,24,55,10,2,9,12,14,3,3,16,21,14
Indonesia,Bali,Gianyar,15,36527,21710,22682,365,59,38,11,33,32,28,32,18,34,25,11,50,21,50,9,2,8,12,14,3,3,15,21,14
Indonesia,Bali,Gianyar,20,36527,21269,22554,365,59,37,11,33,32,28,32,18,34,25,11,50,20,48,9,2,8,11,14,3,3,15,21,14
Indonesia,Bali,Gianyar,25,36527,20758,22223,365,58,37,11,33,32,28,32,18,34,25,11,48,20,45,9,2,8,10,14,3,3,15,21,14
Indonesia,Bali,Gianyar,30,36527,20182,21352,365,58,37,11,33,32,27,32,18,34,25,11,48,19,44,9,2,8,10,13,3,3,14,19,13
Indonesia,Bali,Gianyar,50,36527,17862,18473,365,56,36,11,33,29,27,30,18,32,25,11,45,14,35,6,2,6,8,10,3,2,13,18,11
Indonesia,Bali,Gianyar,75,36527,12561,13309,365,46,32,9,27,23,22,25,14,28,20,9,35,7,15,4,2,3,3,7,2,2,11,12,7
Indonesia,Bali,Jembrana,0,85088,85088,85088,311,37,47,62,71,54,125,289,76,92,48,70,140,398,559,95,37,41,101,696,86,66,61,307,47
Indonesia,Bali,Jembrana,10,85088,74075,76146,311,37,47,62,70,54,123,289,76,92,48,63,101,227,437,80,35,38,99,562,84,64,56,248,42
Indonesia,Bali,Jembrana,15,85088,73297,74860,311,37,47,62,69,54,123,289,76,92,48,63,101,222,431,79,35,37,98,556,84,64,55,244,41
Indonesia,Bali,Jembrana,20,85088,72834,74677,311,37,47,62,69,54,123,289,76,92,48,63,99,212,425,77,35,37,98,551,84,64,55,239,41
Indonesia,Bali,Jembrana,25,85088,72367,74173,311,37,47,62,69,54,123,289,76,92,48,62,99,209,421,77,35,37,98,547,84,64,55,236,41
Indonesia,Bali,Jembrana,30,85088,71790,73450,311,37,47,62,69,54,123,289,76,92,48,62,98,202,416,77,35,37,98,539,84,64,55,232,40
Indonesia,Bali,Jembrana,50,85088,69355,69973,311,36,47,62,66,54,121,289,76,92,48,61,93,153,379,66,34,36,96,492,83,61,54,209,38
Indonesia,Bali,Jembrana,75,85088,61829,61930,311,34,45,62,60,53,110,285,74,89,47,59,82,62,267,41,32,31,85,331,81,58,49,134,28
Indonesia,Bali,Karangasem,0,84192,84192,84192,709,57,65,17,39,31,72,21,17,32,12,7,100,33,144,26,19,25,112,36,18,58,22,59,34
Indonesia,Bali,Karangasem,10,84192,56597,60068,709,57,64,17,39,30,71,21,17,31,12,7,94,12,52,20,17,14,104,23,14,32,14,40,19
Indonesia,Bali,Karangasem,15,84192,55229,57683,709,57,64,17,39,30,71,21,17,31,12,7,93,12,47,19,17,13,102,23,14,31,13,38,19
Indonesia,Bali,Karangasem,20,84192,54408,57313,709,57,64,17,39,30,71,20,16,31,12,7,93,12,46,19,17,13,102,23,14,29,13,37,19
Indonesia,Bali,Karangasem,25,84192,52858,56677,709,57,64,17,39,30,71,20,16,31,12,7,93,11,45,19,17,12,101,23,14,29,12,37,18
Indonesia,Bali,Karangasem,30,84192,51239,55242,709,57,64,17,38,30,71,20,16,31,12,7,93,11,43,18,16,12,101,22,13,28,12,34,17
Indonesia,Bali,Karangasem,50,84192,46190,48306,709,57,63,17,38,30,70,20,16,30,12,7,92,9,36,17,16,11,97,18,13,22,11,30,16
Indonesia,Bali,Karangasem,75,84192,35584,36518,709,56,61,17,35,29,66,20,15,27,11,5,86,6,22,13,14,5,95,11,11,14,7,20,11
Indonesia,Bali,Klungkung,0,31562,31562,31562,371,14,12,1,22,4,7,4,3,5,7,52,74,139,174,2,2,7,18,202,5,6,29,84,47
Indonesia,Bali,Klungkung,10,31562,11159,14223,371,14,11,1,20,4,7,4,3,5,7,15,21,53,49,1,0,4,5,37,3,2,16,21,24
Indonesia,Bali,Klungkung,15,31562,10295,12866,371,14,11,1,20,4,7,4,3,5,7,12,19,48,45,1,0,4,5,32,3,2,16,21,23
Indonesia,Bali,Klungkung,20,31562,9860,12668,371,13,11,1,20,4,7,4,3,5,7,11,18,45,42,1,0,4,4,30,2,2,16,19,22
Indonesia,Bali,Klungkung,25,31562,9387,12287,371,13,11,1,20,4,7,4,3,5,6,11,18,44,41,1,0,4,4,28,2,2,16,18,22
Indonesia,Bali,Klungkung,30,31562,8899,11643,371,13,11,1,20,4,7,4,3,5,6,10,17,41,39,1,0,4,3,26,2,2,14,17,20
Indonesia,Bali,Klungkung,50,31562,7089,9004,371,12,11,1,20,4,7,4,3,5,6,8,15,30,32,1,0,2,3,16,2,1,9,10,14
Indonesia,Bali,Klungkung,75,31562,4407,5502,371,10,7,0,14,2,6,2,2,4,5,4,10,10,17,0,0,2,0,6,1,1,3,5,5
Indonesia,Bali,Tabanan,0,85519,85519,85519,474,66,25,20,36,25,39,37,34,40,34,43,129,78,327,2,19,49,21,65,13,27,32,87,20
Indonesia,Bali,Tabanan,10,85519,68032,70319,474,66,25,20,36,25,39,37,33,39,33,43,78,25,127,2,18,40,18,44,10,24,27,59,15
Indonesia,Bali,Tabanan,15,85519,66489,68466,474,66,25,20,36,25,39,37,33,39,33,43,77,23,118,2,18,40,18,43,9,24,26,57,15
Indonesia,Bali,Tabanan,20,85519,65600,68264,474,66,25,20,36,25,39,37,33,39,33,43,75,22,111,2,18,40,18,42,9,24,26,55,15
Indonesia,Bali,Tabanan,25,85519,64908,67741,474,66,25,19,36,25,39,37,33,39,33,43,75,21,107,2,18,40,18,42,9,24,26,54,15
Indonesia,Bali,Tabanan,30,85519,63936,66492,474,66,25,19,36,25,39,37,33,39,33,43,74,20,103,2,18,38,17,42,9,24,26,53,15
Indonesia,Bali,Tabanan,50,85519,59973,61735,474,64,24,19,35,24,38,35,32,38,32,42,69,13,82,1,17,38,17,38,9,22,23,49,14
Indonesia,Bali,Tabanan,75,85519,50762,51863,474,59,21,17,29,22,35,32,27,33,30,37,60,6,45,1,15,32,14,27,7,18,20,37,12
Indonesia,Bangka Belitung,Bangka,0,305690,305690,305690,19717,2709,2904,1187,3893,3519,2764,7221,2573,9838,3285,6922,6279,4012,10002,11308,13767,5844,5414,5401,6281,8170,8405,12141,6119
Indonesia,Bangka Belitung,Bangka,10,305690,242843,231543,19717,2680,2848,1171,3857,3484,2738,7180,2565,9816,3279,6891,6166,3663,8858,9948,12660,5174,4719,4679,5493,7139,7243,9801,4944
Indonesia,Bangka Belitung,Bangka,15,305690,239838,228262,19717,2674,2838,1168,3850,3478,2731,7170,2562,9809,3277,6881,6153,3644,8784,9863,12592,5133,4675,4627,5439,7078,7177,9659,4893
Indonesia,Bangka Belitung,Bangka,20,305690,237614,225468,19717,2666,2823,1163,3842,3470,2727,7158,2561,9802,3275,6873,6141,3619,8716,9788,12532,5092,4638,4584,5396,7018,7117,9533,4843
Indonesia,Bangka Belitung,Bangka,25,305690,235927,222862,19717,2661,2815,1161,3835,3464,2721,7149,2558,9796,3274,6865,6131,3605,8673,9739,12494,5068,4613,4550,5367,6987,7081,9457,4814
Indonesia,Bangka Belitung,Bangka,30,305690,233067,220198,19717,2654,2805,1158,3830,3457,2717,7137,2557,9788,3273,6857,6117,3581,8601,9644,12415,5021,4566,4497,5315,6929,7019,9319,4758
Indonesia,Bangka Belitung,Bangka,50,305690,219373,202105,19717,2598,2716,1130,3747,3362,2640,6985,2520,9677,3251,6722,5996,3448,8187,9154,12000,4781,4331,4236,5022,6630,6698,8686,4503
Indonesia,Bangka Belitung,Bangka,75,305690,167444,169380,19717,2353,2328,987,3280,2847,2274,5965,2203,8631,3012,5710,5232,2809,6199,6745,9577,3695,3264,3170,3755,5193,5131,6198,3369
Indonesia,Bangka Belitung,Bangka Barat,0,288948,288948,288948,18405,2513,2723,1440,4200,2530,4069,3138,7993,13296,3025,5254,8164,3939,10034,7200,7416,4755,5503,8526,5805,6427,8096,11542,6886
Indonesia,Bangka Belitung,Bangka Barat,10,288948,240727,227339,18405,2500,2710,1434,4189,2520,4058,3133,7975,13280,3018,5236,8115,3733,9471,6720,7023,4391,4690,7245,5390,5731,7263,9448,6010
Indonesia,Bangka Belitung,Bangka Barat,15,288948,238725,224337,18405,2497,2707,1433,4186,2518,4056,3132,7970,13275,3015,5233,8106,3719,9430,6684,6998,4366,4652,7197,5359,5689,7217,9351,5964
Indonesia,Bangka Belitung,Bangka Barat,20,288948,237457,222630,18405,2493,2703,1431,4184,2515,4053,3129,7965,13272,3014,5230,8100,3707,9400,6658,6976,4347,4628,7165,5336,5665,7177,9279,5928
Indonesia,Bangka Belitung,Bangka Barat,25,288948,236597,220660,18405,2491,2700,1429,4181,2513,4050,3128,7959,13267,3011,5227,8095,3699,9381,6643,6963,4336,4612,7144,5320,5647,7152,9243,5908
Indonesia,Bangka Belitung,Bangka Barat,30,288948,234840,219168,18405,2486,2698,1427,4177,2512,4047,3126,7955,13264,3009,5224,8085,3680,9335,6610,6935,4309,4579,7097,5291,5611,7107,9161,5865
Indonesia,Bangka Belitung,Bangka Barat,50,288948,225236,206249,18405,2450,2662,1409,4131,2479,3995,3098,7871,13176,2980,5168,8001,3570,9038,6397,6749,4140,4389,6864,5101,5410,6849,8718,5618
Indonesia,Bangka Belitung,Bangka Barat,75,288948,188613,177295,18405,2284,2473,1293,3791,2270,3623,2864,7179,12290,2776,4767,7436,3021,7632,5315,5757,3371,3614,5830,4296,4540,5696,6889,4627
Indonesia,Bangka Belitung,Bangka Selatan,0,361566,361566,361566,19251,4843,2540,2128,4556,5883,2684,4933,4688,11941,6973,5627,7751,2675,8165,9148,21408,8170,5377,5189,6227,9899,10388,17219,9128
Indonesia,Bangka Belitung,Bangka Selatan,10,361566,316967,303980,19251,4780,2507,2111,4525,5849,2670,4913,4662,11909,6955,5599,7649,2395,7396,8274,20447,7225,4740,4453,5406,8627,8974,14920,7998
Indonesia,Bangka Belitung,Bangka Selatan,15,361566,313520,300321,19251,4764,2501,2107,4518,5842,2666,4907,4658,11899,6951,5592,7635,2377,7352,8229,20392,7172,4702,4400,5344,8546,8874,14744,7910
Indonesia,Bangka Belitung,Bangka Selatan,20,361566,311221,297951,19251,4748,2496,2102,4510,5835,2663,4900,4650,11888,6946,5586,7620,2362,7312,8186,20336,7115,4663,4355,5291,8465,8784,14615,7840
Indonesia,Bangka Belitung,Bangka Selatan,25,361566,309700,295561,19251,4740,2492,2100,4507,5831,2661,4898,4646,11882,6943,5583,7611,2355,7294,8166,20313,7088,4644,4332,5261,8427,8744,14540,7805
Indonesia,Bangka Belitung,Bangka Selatan,30,361566,307085,293432,19251,4727,2487,2096,4502,5826,2659,4894,4642,11874,6938,5577,7596,2338,7253,8128,20263,7040,4609,4284,5214,8351,8660,14389,7738
Indonesia,Bangka Belitung,Bangka Selatan,50,361566,291067,276822,19251,4603,2428,2054,4438,5746,2612,4830,4559,11719,6873,5500,7450,2243,7023,7878,19902,6740,4368,4009,4913,7942,8183,13526,7284
Indonesia,Bangka Belitung,Bangka Selatan,75,361566,228035,238563,19251,4076,2125,1828,4017,5189,2306,4336,4010,10402,6304,4959,6732,1746,5666,6321,16837,5172,3271,2918,3707,6059,6151,10017,5558
Indonesia,Bangka Belitung,Bangka Tengah,0,222003,222003,222003,13122,1607,833,759,1929,4369,1846,3422,2706,8886,4949,4966,5523,1915,6126,6448,8471,4374,3998,4230,4858,6332,7676,10582,5714
Indonesia,Bangka Belitung,Bangka Tengah,10,222003,180539,162798,13122,1573,820,742,1906,4326,1826,3397,2687,8849,4933,4932,5463,1769,5599,5934,7918,3945,3595,3613,4299,5621,6786,9195,5014
Indonesia,Bangka Belitung,Bangka Tengah,15,222003,178007,160215,13122,1566,817,739,1901,4315,1822,3391,2681,8839,4928,4923,5449,1759,5565,5903,7885,3917,3565,3556,4254,5565,6711,9087,4965
Indonesia,Bangka Belitung,Bangka Tengah,20,222003,176588,158521,13122,1558,814,736,1895,4307,1818,3387,2677,8829,4921,4914,5438,1750,5537,5877,7852,3888,3539,3526,4223,5528,6659,9016,4928
Indonesia,Bangka Belitung,Bangka Tengah,25,222003,175550,156962,13122,1554,812,733,1893,4298,1812,3383,2672,8822,4916,4907,5430,1746,5521,5866,7839,3878,3526,3503,4203,5505,6625,8973,4911
Indonesia,Bangka Belitung,Bangka Tengah,30,222003,173732,155534,13122,1546,810,730,1888,4292,1809,3380,2668,8813,4910,4895,5418,1737,5487,5837,7807,3851,3502,3461,4167,5462,6563,8887,4872
Indonesia,Bangka Belitung,Bangka Tengah,50,222003,163426,144932,13122,1496,785,709,1840,4184,1749,3307,2586,8644,4826,4792,5304,1678,5292,5664,7594,3708,3351,3234,3949,5204,6193,8328,4614
Indonesia,Bangka Belitung,Bangka Tengah,75,222003,122552,120518,13122,1251,650,588,1533,3501,1434,2808,2123,7352,4201,4135,4583,1268,4009,4390,6008,2843,2581,2304,2961,3852,4485,5677,3203
Indonesia,Bangka Belitung,Belitung,0,231258,231258,231258,8780,1166,1286,422,3208,2247,6508,3746,3244,11817,2261,6958,7471,3916,5788,5533,5364,2550,1701,2245,1911,1969,2586,4952,3839
Indonesia,Bangka Belitung,Belitung,10,231258,199152,183738,8780,1160,1279,418,3193,2234,6487,3739,3235,11793,2259,6940,7355,3697,5455,5229,5147,2381,1587,2058,1751,1825,2221,4121,3258
Indonesia,Bangka Belitung,Belitung,15,231258,197161,181388,8780,1158,1278,418,3189,2231,6482,3736,3231,11786,2259,6936,7339,3681,5433,5210,5130,2372,1577,2043,1738,1813,2197,4067,3224
Indonesia,Bangka Belitung,Belitung,20,231258,196020,180186,8780,1156,1276,418,3187,2229,6476,3733,3225,11781,2258,6933,7328,3665,5410,5192,5114,2364,1570,2033,1728,1803,2177,4030,3196
Indonesia,Bangka Belitung,Belitung,25,231258,195074,178733,8780,1155,1275,418,3184,2227,6472,3732,3223,11774,2258,6931,7317,3658,5397,5181,5106,2358,1567,2025,1719,1797,2163,4004,3182
Indonesia,Bangka Belitung,Belitung,30,231258,193578,177601,8780,1151,1273,417,3182,2225,6468,3729,3221,11769,2258,6927,7301,3640,5373,5163,5092,2346,1558,2012,1704,1787,2142,3962,3149
